course_title,course_url,course_description,course_curriculum,course_level,course_rating,lesson_count,price,reviews,course_duration,instructor_name,who_should_enroll
Introduction to Natural Language Processing,https://courses.analyticsvidhya.com/courses/Intro-to-NLP,"Natural Language Processing is the art of extracting information from unstructured text. Learn basics of Natural Language Processing, Regular Expressions & text sentiment analysis using machine learning in this course.","Module 1 : Introduction to Natural Language Processing, Welcome to the Course, About the Course, Introduction to Natural Language Processing, Exercise : Introduction to Natural Language Processing, Python for Data Science (Optional), AI&ML Blackbelt Plus Program (Sponsored), Module 2: Learn to use Regular Expressions, Welcome to Module, Understanding Regular Expression, Implementing Regular Expression in Python, Exercise : Implementing Regular Expression in Python, Module 3: First Step of NLP - Text Processing, Welcome to Module, Tokenization and Text Normalization, Exercise : Tokenization and Text Normalization, Exploring Text Data, Part of Speech Tagging and Grammar Parsing, Exercise : Part of Speech Tagging and Grammar Parsing, Implementing Text Pre-processing Using NLTK, Exercise : Implementing Text Pre-processing Using NLTK, Build a Basic ML Model for Text Classification, Module 4: NLP Certification Exam, NLP Exam, Module 5: Where to go from here?, Where to go from here?",Beginner,4.7,21,Free,524,300,N/A,This course is for people who want to start their journey in working with text data and take their first step for understanding Natural Language Processing in an applied manner
Getting started with Decision Trees,https://courses.analyticsvidhya.com/courses/getting-started-with-decision-trees,"What is a Decision Tree?A Decision Tree is a flowchart like structure, where each node represents a decision, each branch represents an outcome of the decision, and each terminal node provides a prediction / label.Why learn about Decision Trees?Decision Trees are the most widely and commonly used machine learning algorithms.Decision Trees can be used for solving both classification as well as regression problems.Decision Trees are robust to Outliers, so if you have Outliers in your data - you can still build Decision Tree models without worrying about impact of Outliers on your model.Decision Trees are easy to interpret and hence have multiple applications in different industries.","Getting Started with Decision Tree, Introduction to Decision Tree, Purity in Decision Trees, Quiz: Purity in Decision Trees, Terminologies Related to Decision Trees, Quiz: Introduction to Decision Trees, Terminologies Related to Decision Trees, How to Select the Best Split Point in Decision Trees, Quiz: How to Select the Best Split Point in Decision Trees, Chi-Square, Quiz: Chi-Square, Information Gain, Quiz: Information Gain, Reduction in Variance, Quiz: Reduction in Variance, Optimizing Performance of Decision Trees, Quiz: Optimizing Performance of Decision Trees, Decision Tree Implementation, Dataset: Decision Tree Implementation, Where to go from here?, AI&ML Blackbelt Plus Program (Sponsored)",Beginner,N/A,20,Free,253,39,N/A,This course is for people who wants to learn the most commonly used tree based algorithm: Decision Tree algorithm along with its implementation in Python.
Introduction to Python,https://courses.analyticsvidhya.com/courses/introduction-to-data-science,"Do you want to enter the field of Data Science? Are you intimidated by the coding you would need to learn? Are you looking to learn Python to switch to a data science career?You have come to just the right place!Most industry experts recommend starting your Data Science journey with PythonAcross biggest companies and startups, Python is the most used language for Data Science and Machine Learning ProjectsStackoverflow survey for 2019 had Python outrank Java in the list of most loved languagesPython is a very versatile language since it has a wide array of functionalities already available. The sheer range of functionalities might sound too exhaustive and complicated, you don’t need to be well-versed with them all.Most data scientists have a few go-to libraries for their daily tasks like:for performing data cleaning and analysis - pandasfor basic statistical tools – numpy, scipyfor data visualization – matplotlib, seaborn","Overview of the Course, Overview of the Course, AI&ML Blackbelt Plus Program (Sponsored), Introduction to Python, A brief introduction to Python, Introduction to Python Test, Installing Python, Become a BlackBelt in Data Science, Understanding Operators, Theory of Operators, Exercise, Understanding Operators in Python, Operators Test, Variables and Data Types, Understanding variables and data types, Variable Test, Variables and Data Types in Python, Exercise, Conditional Statements, Understanding Conditional Statements, Exercise, Implementing Conditional Statements in Python, Conditional Statements test, Looping Constructs, Understanding Looping Constructs, Exercise, Implementing Looping Constructs in Python, Looping Constructs test, Functions, Understanding Functions, Implementing Functions in Python, Functions test, Data Structure, A brief introduction to data structure, Data Structure test, Lists, Understanding the concept of Lists, Lists test, Implementing Lists in Python, Exercise, Dictionaries, Understanding the concept of Dictionaries, Exercise, Implementing Dictionaries in Python, Dictionaries test, Understanding Standard Libraries in Python, Understanding the concept of Standard Libraries, Libraries test, Reading a CSV File in Python, Reading a CSV File in Python - Introduction to Pandas, Reading a CSV file in Python: Implementation, Reading a csv file in Python test, Data Frames and basic operations with Data Frames, Understanding dataframes and basic operations, DataFrames and basic operations test, Reading dataframes and conduct basic operations in Python, Reading dataframes and conduct basic operations in Python Test, Indexing a Data Frame, Indexing a Dataframe, Indexing DataFrames test, Exercise, Data Manipulation and Visualization, Sorting Dataframes, Merging Dataframes, Quiz: Sorting and Merging dataframes, Apply function, Aggregating data, Quiz: Apply function and Aggregating data, Basics of Matplotlib, Data Visualization using Matplotlib, Quiz: Matplotlib, Basics of Seaborn, Data Visualization using Seaborn, Quiz: Seaborn, Regular Expressions, Understanding Regular Expressions, Quiz: Regular Expressions, Regular Expressions in  Python, Quiz: Regular Expressions in Python, Cheatsheet for Python, Cheatsheet for Python, Evaluate, Instructions, Quiz, Python Coding Challenge, Feedback, Poll, Where to go from here?, Where to go from here?",Beginner,4.8,69,Free,1587,60,N/A,This course is for people who want to learn basic Python skills and get started with Data Science using Python
Loan Prediction Practice Problem (Using Python),https://courses.analyticsvidhya.com/courses/loan-prediction-practice-problem-using-python,"This course is designed for people who want to solve binary classification problems. Classification is a skill every Data Scientist should be well versed in.In this course, we are solving a real life case study of Dream Housing Finance. The company deals in all home loans. They have a presence across all urban, semi-urban and rural areas. Customers first apply for a home loan after that company validates the customer's eligibility. The company wants to automate the loan eligibility process (real-time) based on customer detail provided while filling online application form.By the end of the course, you will have a solid understanding of Classification problem and Various approaches to solve the probem","Loan Prediction : Practice Problem, Introduction to the Course, Table of Contents, Problem Statement, Hypothesis Generation, Exercise 2  | Discussion, Getting the system ready and loading the data, Understanding the Data, Univariate Analysis, Bivariate Analysis, Missing Value and Outlier Treatment, Evaluation Metrics for Classification Problems, Model Building : Part I, Logistic Regression using stratified k-folds cross validation, Feature Engineering, Model Building : Part II, AI&ML Blackbelt Plus Program (Sponsored)",Beginner,4.7,16,Free,359,31,N/A,This course is meant for people looking to explore Classification Problems in Python.
Big Mart Sales Prediction Using R,https://courses.analyticsvidhya.com/courses/big-mart-sales-prediction-using-r,"Sales prediction is a very common real life problem that each company faces at least once in its life time. If done correctly, it can have a significant impact on the success and performance of that company.In this course you will be working on the Big Mart Sales Prediction Challenge.The course will equip you with the skills and techniques required to solve regression problems in R. You will be provided with sufficient theory and practice material to hone your predictive modeling skills.","Big Mart Sales, Overview of the Course, Table of contents, Problem Statement, Hypothesis Generation, Loading Packages and Data, Understanding the Data, Univariate Analysis, Bivariate Analysis, Missing Value Treatment, Feature Engineering, Encoding Categorical Variables, PreProcessing Data, Model Building, Linear Regression, Regularized Linear Regression, Random Forest, XGBoost, Summary, AI&ML Blackbelt Plus Program (Sponsored)",Beginner,4.6,19,Free,80,37,N/A,This course is meant for people looking to learn solving regression problems using R.
Twitter Sentiment Analysis,https://courses.analyticsvidhya.com/courses/twitter-sentiment-analysis,"What is Sentiment Analysis?Sentiment Analysis or Opinion Mining is a technique used to analyse the emotion in a text. We can extract the attitude or the opinion of a piece of text and get insights on it.In the context of machine learning, you can think of Sentiment Analysis as a Classification problem where the text can either have a positive sentiment, a negative sentiment or a neutral one.What are the applications of Sentiment Analysis in the industry?In the age of social media, it is extremely common to comment abouta movie you liked ora book you didn’t like ora product you bought was not up to the mark.Therefore, a lot of companies use sentiment analysis for their products since it provides direct feedback of the customer’s opinion.It is also important to detect and remove hateful content from social media and companies like Twitter, Facebook, etc. extensively use sentiment analysis on a daily basis.On what kind of projects would I implement sentiment analysis?There are a wide variety of projects where you can use Sentiment Analysis. Here are a couple of popular use cases:Sentiment Analysis can not only be used for customer reviews or product feedback, but in other domains as well.Analyzing the sentiments on social media on the US Elections, for example, gives useful insights on which candidates are favoured by the public and which are not.For other interesting problems involving sentiment/emotion detection, you can visit:https://datahack.analyticsvidhya.com/contest/all/What is the range of sentiments that can be observed and analysed?In the earlier days of Natural language processing and Sentiment Analysis, the sentiments could hold only 2 or 3 values: Positive or Negative, and Positive, Neutral or Negative.However, with the advent of deep learning, we can now recognize the subtle emotions in a text as well.This has made tasks like Sarcasm detection, fake news detection etc. popular in research areas of Natural language processingCan I add this project to my resume and use it in my Interview?Sentiment Analysis is one of the most popular applications of Machine Learning and Classification in Natural language processingWe also encourage you to take up more diverse datasets and apply sentiment analysis on them.Sentiment Analysis is also one of the first projects you would learn in your Natural language processing journey and as such is commonly asked in interviews.","Twitter Sentiment Analysis (Using Python), Overview of the Course, Understand the Problem Statement, Table of Contents, Loading Libraries and Data, Data Inspection, Data Cleaning, Story Generation and Visualization from Tweets, Bag-of-Words Features, TF-IDF Features, Word2Vec Features, Modeling, Logistic Regression, Support Vector Machine (SVM), RandomForest, XGBoost, FineTuning XGBoost + Word2Vec, Summary, AI&ML Blackbelt Plus Program (Sponsored)",Beginner,4.7,18,Free,127,35,N/A,This course is for people who want to learn Sentiment Analysis and Text Classification using Python.
Pandas for Data Analysis in Python,https://courses.analyticsvidhya.com/courses/pandas-for-data-analysis-in-python,"Pandas is one of the most popular Python libraries in data science. In fact, Pandas is among those elite libraries that draw instant recognition from programmers of all backgrounds, from developers to data scientists.According to a recent survey by StackOverflow, Pandas is the 4th most used library/framework in the world. That is quite an achievement!Pandas is the first library we import when we fire up our Jupyter notebooks (‘import pandas as pd’ is indelibly etched in our minds!). It is a super flexible tool that enables us to perform data analysis and data manipulation on Pandas dataframes in double-quick time.","Getting Started with Pandas, Introduction to the Course, Pandas Installation, AI&ML Blackbelt Plus Program (Sponsored), Dataset Description, Loan Prediction, Big Mart Sales, Read & Write Data using Pandas, Understanding File System & shell commands, Reading Excel & CSV files, Writing Data using Pandas, Quiz: Reading a csv file using Pandas, Pandas Dataframes, What are Pandas Dataframes & its operations?, Selecting Columns & Rows in Pandas (Indexing), Quiz: DataFrames and basic operations, Data Exploration using Pandas, Basic Descriptive Statistics using Pandas, Plotting using Pandas, Quiz: Data Exploration using Pandas, Data Manipulation using Pandas, Renaming Column using Pandas, Sorting Data in Pandas DataFrame, Binning using Pandas, Handling Missing Values, Apply Function in Pandas for Element wise Operations, Quiz: Pandas Apply Function, Aggregating data using Pandas, Types of Aggregations in Pandas, Aggregations using Pandas in action, Quiz: Aggregations in Pandas, Merging Data using Pandas, Merging Data in Pandas Dataframes, Quiz: Merging Data using Pandas, Pandas Cheatsheet, Pandas Cheatsheet",Beginner,N/A,27,Free,607,52,N/A,This course is for people who wants to start their journey in machine learning and data analysis. Pandas is one of the most popular data analysis libraries in Python.
Support Vector Machine (SVM) in Python and R,https://courses.analyticsvidhya.com/courses/support-vector-machine-svm-in-python-and-r,"Want to learn the popular machine learning algorithm - Support Vector Machines (SVM)? Support Vector Machines can be used to build both Regression and Classification Machine Learning models.This free course will not only teach you basics of Support Vector Machines (SVM) and how it works, it will also tell you how to implement it in Python and R.This course on SVM would help you understand hyperplanes and Kernel tricks to leave you with one of the most popular machine learning algorithms at your disposal.","Introduction to Support Vector Machines, What are Support Vector Machines?, Why do we use SVM and how is it better?, AI&ML Blackbelt Plus Program (Sponsored), How does SVM work?, Non-linear Separation and Margins, Hyperplanes in SVM, Quiz: Support Vector Machine, SVM Kernels and Hyperparameters, Types of Kernels used in SVM, Quiz: Kernel Tricks, Implementing SVM in Python, Hyperparameter tuning in SVM, Implementing Support Vector Machine, Implementing SVM in R, How to implement Support Vector Machine Classifier in R?, Challenges of SVM, Drawbacks of SVM, What next?",Beginner,N/A,13,Free,117,25,N/A,This course is for people who wants to learn one of the most popular machine learning algorithm - Support Vector Machines along with its implementation in Python and R.
Evaluation Metrics for Machine Learning Models,https://courses.analyticsvidhya.com/courses/evaluation-metrics-for-machine-learning-models,"Evaluation metrics form the backbone of improving your machine learning model. Without these evaluation metrics, we would be lost in a sea of machine learning model scores - unable to understand which model is performing well.Wondering where evaluation metrics fit in? Here’s how the typical machine learning model building process works:We build a machine learning model (both regression and classification included)Get feedback from the evaluation metric(s)Make improvements to the modelUse the evaluation metric to gauge the model’s performance, andContinue until you achieve a desirable accuracyEvaluation metrics, essentially, explain the performance of a machine learning model. An important aspect of evaluation metrics is their capability to discriminate among model results.If you’ve ever wondered how concepts like AUC-ROC, F1 Score, Gini Index, Root Mean Square Error (RMSE), and Confusion Matrix work, well - you’ve come to the right course!","Introduction, Types of Machine Learning, Why do we need Evaluation Metrics?, AI&ML Blackbelt Plus Program (Sponsored), Evaluation Metrics: Classification, Confusion Matrix, Quiz: Confusion Matrix, Accuracy, Quiz: Accuracy, Alternatives of Accuracy, Quiz: Alternatives of Accuracy, Precision and Recall, Quiz: Precision and Recall, F-Score, Thresholding, AUC-ROC, Quiz: AUC-ROC, Log Loss, Quiz: Log Loss, Gini Coefficient, Evaluation Metrics: Regression, MAE and MSE, RMSE and RMSLE, Quiz: RMSE and RMSLE, R2 and Adjusted R2, R2 and Adjusted R2, What Next?, Cross-Validation, The Way Forward",Beginner,N/A,25,Free,89,49,N/A,"This course is designed for anyone who wants to learn how to evaluate their machine learning models. So if you‚Äôre a newcomer to machine learning and want to improve your model‚Äôs performance, this course is for you!"
Fundamentals of Regression Analysis,https://courses.analyticsvidhya.com/courses/Fundamentals-of-Regression-Analysis,"Linear regression and logistic regression are typically the first algorithms we learn in data science. These are two key concepts not just in machine learning, but in statistics as well.Due to their popularity, a lot of data science aspirants even end up thinking that they are the only forms of regression! Or at least linear regression and logistic regression are the most important among all forms of regression analysis.The truth, as always, lies somewhere in between. There are multiple types of regression apart from linear regression:Ridge regressionLasso regressionPolynomial regressionStepwise regression, among others.Linear regression is just one part of the regression analysis umbrella. Each regression form has its own importance and a specific condition where they are best suited to apply.Regression analysis marks the first step in predictive modeling. The different types of regression techniques are widely popular because they’re easy to understand and implement using a programming language of your choice.","Welcome to the course!, Welcome!, Introduction to Regression, What is Regression Analysis?, Why do we use Regression?, AI&ML Blackbelt Plus Program (Sponsored), Types of Regression, How many types of regression techniques do we have?, Linear Regression, Introduction to Linear Models, Understanding Cost function, Understanding Gradient descent (Intuition), Maths behind gradient descent, Convexity of cost function, Assumptions of Linear Regression, Implementing Linear Regression, Generalized Linear Models, Logistic Regression, Introduction to Logistic Regression, Odds Ratio, Implementing Logistic Regression, Multiclass using Logistic Regression, Challenges with Linear Regression, Ridge Regression, What is Ridge Regression?, Notebook, Lasso Regression, What is Lasso Regression?, Implementation, Selecting the Right Model, How to select the right regression model?, What next?, What Next?",Beginner,N/A,24,Free,144,47,N/A,"This course is aimed towards beginners in data science, machine learning and even statistics. Regression analysis and the different forms of regression like linear regression are key concepts in these fields. We have designed the course such that even newcomers will be able to follow along easily and be able to build regression models by the end of the course!"
Getting Started with scikit-learn (sklearn) for Machine Learning,https://courses.analyticsvidhya.com/courses/get-started-with-scikit-learn-sklearn,"Scikit-learn, or sklearn for short, is the first Python library we turn to when building machine learning models. Sklearn is unanimously the favorite Python library among data scientists. As a newcomer to machine learning, you should be comfortable with sklearn and how to build ML models, including:Linear Regression using sklearnLogistic Regression using sklearn, and so on.There’s no question - scikit-learn provides handy tools with easy-to-read syntax. Among the pantheon of popular Python libraries, scikit-learn (sklearn) ranks in the top echelon along with Pandas and NumPy.We love the clean, uniform code and functions that scikit-learn provides. The excellent documentation is the icing on the cake as it makes a lot of beginners self-sufficient with building machine learning models using sklearn.In short, sklearn is a must-know Python library for machine learning. Whether you want to build linear regression or logistic regression models, decision tree or a random forest, sklearn is your go-to library.","Welcome to the course!, Welcome to this course, scikit-learn in Python, What is scikit-learn?, Components of scikit-learn, Community / Organizations using scikit-learn, Use of Scikit-learn in Data Science Life Cycle, Introduction to Data Science Life Cycle, Scikit-learn for Data Preprocessing, Treating missing values, Treating Outliers, Feature Engineering, Dimensionality Reduction, Use of Scikit-Learn in Model Building, Introduction to Model Building and Evaluation, Regression, Classification, Clustering, Machine Learning pipeline using scikit-learn!, Introduction, Understanding Problem Statement, Building a prototype model, Data Exploration and Preprocessing, Encode the categorical variables, Scale the data, Model Building, Feature Importance, Identifying features to build the ML pipeline, Pipeline Design, Building Pipeline, Predict the Target, Next Steps..., Conclusion",Beginner,N/A,27,Free,27,52,N/A,"This course is designed for anyone who wants to get started with machine learning. So whether you�re a machine learning aspirant who is just starting out or a team leader looking to understand how it all works, this course is for you."
Convolutional Neural Networks (CNN) from Scratch,https://courses.analyticsvidhya.com/courses/convolutional-neural-networks-cnn-from-scratch,"Convolutional Neural Networks, or CNN as they’re popularly called, are the go-to deep learning architecture for computer vision tasks, such as object detection, image segmentation, facial recognition, among others. CNNs have even been extended to the field of video analysis!If you are picking one deep learning architecture to learn and are not sure where to start, you should go for convolutional neural networks. Deep learning enthusiasts and experts with CNN knowledge are being widely sourced in the industry.It’s your time to use this CNN skillset and shine!","Introduction to Neural Networks, What is a Neural Network?, Types of Neural Networks, Prerequisites, AI&ML Blackbelt Plus Program (Sponsored), Introduction to CNNs, What is a Convolutional Neural Network?, Why should you use a CNN, Architecture of a CNN, The Convolutional Layer, The Pooling Layer, The Ouput Layer, Taking a step back: The bigger picture of CNNs, Mathematics behind CNNs, Transforming the data, Forward Propagation, Backpropagation, Implementing a CNN, Using NumPy, Using Keras, What Next?, Implementing a CNN in PyTorch, More projects with CNN",Beginner,4.7,17,Free,167,33,N/A,"This course is designed for anyone who wants to learn all about convolutional neural networks, how CNNs work, the different components of CNN, and how to implement CNN from scratch in Python for deep learning."
Dimensionality Reduction for Machine Learning,https://courses.analyticsvidhya.com/courses/dimensionality-reduction-for-machine-learning,"Have you worked on a dataset with more than a thousand features? How about 40,000 features? We are generating data at an unprecedented pace right now and working with massive datasets in machine learning projects is becoming mainstream.This is where the power of dimensionality reduction techniques comes to the fore. Dimensionality reduction is actually one of the most crucial aspects in machine learning projects.You can use dimensionality reduction techniques to reduce the number of features in your dataset without having to lose much information and keep (or improve) the model’s performance. It’s a really powerful way to deal with huge datasets, as you’ll see in this course!Every data scientist, aspiring established, should be aware of the different dimensionality reduction techniques, such as Principal Component Analysis (PCA), Factor Analysis, t-SNE, High Correlation Filter, Missing Value Ratio, among others.So in this beginner-friendly course, you will learn the basics of dimensionality reduction and why you should know dimensionality reduction in machine learning. We will also cover 12 dimensionality reduction techniques! This course is as comprehensive an introduction as you can get!","Introduction to the Course, Introduction, AI&ML Blackbelt Plus Program (Sponsored), Introduction to Dimensionality Reduction, What is Dimensionality Reduction?, Why is Dimensionality Reduction required?, Common Dimensionality Reduction Techniques, Feature Selection Techniques, Missing Value Ratio, Missing Value Ratio Implementation, Low Variance Filter, Low Variance Filter Implementation, High Correlation Filter, Backward Feature Elimination, Backward Feature Elimination Implementation, Forward Feature Selection, Forward Feature Selection Implementation, Random Forest, Factor Based Feature Extraction Techniques, Introduction to the Module, Factor Analysis, Principal Component Analysis, Independent Component Analysis, Projection Based Feature Extraction Techniques, Understanding Projection, ISOMAP, t- Distributed Stochastic Neighbor Embedding (t-SNE), UMAP",Beginner,N/A,23,Free,35,45,N/A,"This course is designed for anyone who wants to learn about the different dimensionality reduction techniques, such as PCA and Factor Analysis. So if you�re a newcomer to machine learning and want to understand how to work with a dataset containing multiple features, this course is for you!"
K-Nearest Neighbors (KNN) Algorithm in Python and R,https://courses.analyticsvidhya.com/courses/K-Nearest-Neighbors-KNN-Algorithm,"K-Nearest Neighbor (KNN) is one of the most popular machine learning algorithms. As a newcomer or beginner in machine learning, you’ll find KNN to be among the easiest algorithms to pick up.And despite its simplicity, KNN has proven to be incredibly effective at certain tasks in machine learning.The KNN algorithm is simple to understand, easy to explain and perfect to demonstrate to a non-technical audience (that’s why stakeholders love it!). That’s a key reason why it’s widely used in the industry and why you should know how the algorithm works.","Introduction, Welcome to the Course, K-NEAREST NEIGHBOUR, What is KNN?, Applications of KNN, Steps to Build a K-NEAREST NEIGHBOUR Model, Steps to build a KNN model, Determining right value of k, How to Calculate distance?, Issues with distance based algorithms, Implementation in Python and R, Implementation of KNN in Pyhton, Implementation of KNN in R, What's Next?, More resources for you",Beginner,N/A,10,Free,128,19,N/A,This course is designed for anyone who wants to understand what the KNN algorithm is and how it works in machine learning. This is an important concept in machine learning that�s widely used in the industry. All the more reason to start learning today!
Ensemble Learning and Ensemble Learning Techniques,https://courses.analyticsvidhya.com/courses/ensemble-learning-and-ensemble-learning-techniques,"Ensemble learning is a powerful machine learning algorithm that is used across industries by data science experts. The beauty of ensemble learning techniques is that they combine the predictions of multiple machine learning models.You must have used or come across several of these ensemble learning techniques in your machine learning journey:-Bagging- Boosting- Stacking- Blending, etc.These ensemble learning techniques include popular machine learning algorithms such as XGBoost, Gradient Boosting, among others. You must be getting a good idea of how vast and useful ensemble learning can be!","Introduction, Intuition behind Ensemble Learning, What is Ensemble Learning?, What models will be covered in the course?, Quiz: Introduction to Ensemble Learning, AI&ML Blackbelt Plus Program (Sponsored), Basic Ensemble Learning Techniques, Max Voting, Averaging, Weighted Average, Quiz: Basic Ensemble Techniques, Advanced Ensemble Learning Techniques, Stacking, Implementing Stacking, Variants of Stacking, Blending, Bootstrap Sampling, Quiz: Bootstrap Sampling, Advanced Ensemble Learning: Bagging, What is Bagging?, Bagging Meta-Estimator, Random Forest, Quiz: Random Forest, Hyper-parameters of Random Forest, Quiz: Hyper-parameters of Random Forest, Implementing Random Forest, Advanced Ensemble Learning: Boosting, Introduction to boosting, What is Boosting?, Quiz: Introduction to Boosting, Gradient Boosting Algorithm (GBM), Math Behind GBM, Quiz: Gradient Boosting Algorithm, Extreme Gradient Boosting (XGBoost), Implementing XGBoost, Quiz: XGBoost, AdaBoost: Adaptive Boosting, Implementing AdaBoost, Quiz: AdaBoost, LightGBM, CatBoost, What next?, Next Steps",Beginner,N/A,37,Free,139,72,N/A,This course is designed for anyone who wants to understand how Ensemble Learning and the various Ensemble Learning techniques work. This is an important concept in machine learning that you would need to have a good grasp on.
Linear Programming for Data Science Professionals,https://courses.analyticsvidhya.com/courses/linear-programming,"Optimization is the way of life. We all have finite resources and time and we want to make the most of them. From using your time productively to solving supply chain problems for your company – everything uses optimization.And that’s where learning linear programming will make you a better data science professional.We are solving optimization problems everyday - without realizing it. Think of how you distributed the chocolate among your peers or siblings - that’s your way of optimizing the situation. On the other hand devising inventory and warehousing strategy for an e-tailer can be very complex. Millions of SKUs with different popularity in different regions to be delivered in defined time and resources.And linear programming helps us solve these optimization problems with ease and efficiency. As a data science professional, you are bound to come across these optimization problems that you will solve using linear programming.Simply put, you should know what linear programming is, and the different methods to solve linear programming problems.","Introduction to Linear Programming, How to Use the Mini-Course Template, AI&ML Blackbelt Plus Program (Sponsored), Introduction, Introduction to Linear Programming, What is Linear Programming, Formulating a problem – Let’s manufacture some chocolates, Common Terminologies in Linear Programming, Process to Formulate a Linear Programming Problem, Tools to Solving Linear Programming Problems, Using Graph: Problem, Using Graph : Solution, Using R Programing: Problem, Using R  Programing: Solution, Using Open-Solver(Excel):Problem, Using Open-Solver(Excel): Solution, Methods to Solve Linear Programing Problems, Method 1 - Simplex Method(Question), Simplex method: Solution, Method 2 - Northwest Corner Method(Problem), Northwest Corner Method: Solution, Method 3 - Least Cost Method, Applications of Linear Programming, Applications, Conclusion, What Next?",Beginner,N/A,20,Free,17,39,N/A,"This course is designed for anyone who wants to understand what linear programming is, how it works, what are the different linear programming problems out there, and how to solve them. This is an under-appreciated topic in data science that will propel your skillset to a entirely different level."
Naive Bayes from Scratch,https://courses.analyticsvidhya.com/courses/naive-bayes,"Naive Bayes ranks in the top echelons of the machine learning algorithms pantheon. It is a popular and widely used machine learning algorithm and is often the go-to technique when dealing with classification problems.The beauty of Naive Bayes lies in it’s incredible speed. You’ll soon see how fast the Naive Bayes algorithm works as compared to other classification algorithms. It works on the Bayes theorem of probability to predict the class of unknown datasets. You’ll learn all about this inside the course!So whether you’re trying to solve a classic HR analytics problem like predicting who gets promoted, or you’re aiming to predict loan default - the Naive Bayes algorithm will get you on your way.","Probability, Key Terms and Definitions, Introduction to Probability, Quiz: Introduction to probability, Calculating Probabilities of events, Quiz: Calculating Probabilities of events, AI&ML Blackbelt Plus Program (Sponsored), The Naive Bayes Algorithm, Introduction to Naive Bayes, Quiz: Introduction to Naive Bayes, Conditional Probability and Bayes Theorem, Working of Naive Bayes, Quiz: Conditional Probability and Naive Bayes, Math Behind Naive Bayes, Types of Naive Bayes, Quiz: Types of Naive Bayes, Implementing Naive Bayes, Pros and Cons of Naive Bayes, Applications of Naive Bayes, Improve your Naive Bayes Model, What Next?, More Resources and Next Steps",Beginner,4.6,19,Free,69,30,N/A,We have designed this course in a way that�s easy to understand for beginners in machine learning. You will get to learn Naive Bayes from scratch and also implement it using Python and R. Take this course if you want to learn a popular machine learning algorithm and expand your repertoire of techniques to solve classification problems.
Learn Swift for Data Science,https://courses.analyticsvidhya.com/courses/learn-swift-for-data-science,"he Swift programming language is quickly becoming the language of choice for a lot of data science experts and professionals. Swift’s flexibility, ease of use, excellent documentation, and quick execution speed are key reasons behind the language’s recent prominence in the data science space.Swift is a more efficient, stable and secure programming language as compared to Python. In fact, Swift is also a good language to build for mobile. In fact, it’s the official language for developing iOS applications for the iPhone!The cherry on the cake for Swift? It has the support of the likes of Google, Apple, and FastAI behind it!“I always hope that when I start looking at a new language, there will be some mind-opening new ideas to find, and Swift definitely doesn’t disappoint. Swift tries to be expressive, flexible, concise, safe, easy to use, and fast. Most languages compromise significantly in at least one of these areas.” – Jeremy HowardAnd when Jeremy Howard endorses a language and starts using it for his daily data science work, you need to drop everything and listen.In this free course on Swift for Data Science, we will learn about Swift as a programming language and how it fits into the data science space. If you’re a Python user, you’ll notice the subtle differences and the incredible similarities between the two. We showcase Swift code as well in the course so get started!","Introduction, Getting Started, Why Swift?, AI&ML Blackbelt Plus Program (Sponsored), Swift Basics for Data Analysis, The Swift Ecosystem, Setting up the Environment, Basics of Swift programming - I, Basics of Swift programming - II, Python with Swift, Machine Learning with Swift and TensorFlow, The Swift4Tensorflow Library, About the Dataset and Setup, Implementation of MNIST Image Classification, Bonus Chapter: NLP Based iOS Apps uwing Swift, Introduction, Setting up the system, Basic Text Processing, Language Identification in iOS, Spell Checking and Correction, Part Of Speech (POS) Tagging, Identifying People, Organization, etc. from the Text (Named Entity Recognition), Performing Sentiment Analysis on iOS, Word Embeddings, What Next?, Next Steps",Beginner,N/A,21,Free,4,41,N/A,"We have curated the Swift for Data Science course for beginners with the Swift programming language. You should take the course if you are interested in broadening your data science skillset, learning a new programming language, and want to add a hot and upcoming tool to your budding data science resume!"
